NVC2.1_camp_name,year,loc_cow,targ_cow,NVC2.1_prim_meth,NVC2.1_total_part,NVC2.1_camp_structure,NVC2.1_sec_defect,NVC2.1_state_defect,NVC2.1_success,NVC2.1_camp_duration,NVC2.1_camp_goals,NVC2.1_progress
Somali Civil War,1998,520,520,0,-99,1,0,0,0,10,0,0
Somali Civil War,1999,520,520,0,-99,1,1,0,0,10,0,0
Somali Civil War,2000,520,520,0,-99,1,0,0,0,10,0,5
Anti-Bozize/Seleka,2003,482,482,0,-99,1,1,0,0,11,0,0
Anti-Bozize/Seleka,2004,482,482,0,-99,1,0,0,0,11,0,0
Anti-Bozize/Seleka,2005,482,482,0,-99,1,1,0,0,11,0,0
Anti-Bozize/Seleka,2006,482,482,0,-99,1,1,0,0,11,0,0
Anti-Bozize/Seleka,2007,482,482,0,-99,1,1,0,0,11,0,0
Anti-Bozize/Seleka,2008,482,482,0,-99,1,1,0,0,11,0,3
Anti-Bozize/Seleka,2009,482,482,0,-99,1,0,0,0,11,0,0
Anti-Bozize/Seleka,2010,482,482,0,-99,1,0,0,0,11,0,0
Anti-Bozize/Seleka,2011,482,482,0,-99,1,0,0,0,11,0,0
Anti-Bozize/Seleka,2012,482,482,0,5100,1,1,0,0,11,0,3
Anti-Bozize/Seleka,2013,482,482,0,20000,1,1,0,1,11,0,4
Anti-balaka,2013,482,482,0,50000,1,0,0,0,1,0,0
Revolucion Libertadora,1955,160,160,0,4000,1,1,0,1,1,0,4
MDJT,1998,483,483,0,800,1,0,1,0,6,0,0
MDJT,1999,483,483,0,1500,1,1,0,0,6,0,0
MDJT,2000,483,483,0,800,1,0,0,0,6,0,0
MDJT,2001,483,483,0,800,1,0,0,0,6,0,0
MDJT,2002,483,483,0,200,1,0,0,0,6,0,3
MDJT,2003,483,483,0,200,1,0,0,0,6,0,5
Laotian Independence Movement,1946,812,220,0,401,0,0,0,0,4,5,0
Laotian Independence Movement,1947,812,220,0,1775,0,0,0,0,4,5,0
Laotian Independence Movement,1948,812,220,0,3001,0,0,0,0,4,5,0
Laotian Independence Movement,1949,812,220,0,-99,0,0,0,1,4,5,4
Hyderabad Accession Movement,1947,,,0,-99,0,0,0,0,2,0,0
Hyderabad Accession Movement,1948,,,0,-99,0,0,0,1,2,0,4
First Pathet Lao ,1950,812,812,0,8301,1,0,0,0,8,0,0
First Pathet Lao ,1951,812,812,0,15001,1,0,0,0,8,0,0
First Pathet Lao ,1952,812,812,0,10801,1,0,0,0,8,0,0
First Pathet Lao ,1953,812,812,0,10601,1,0,0,0,8,0,0
First Pathet Lao ,1954,812,812,0,26738,1,0,0,0,8,0,2
First Pathet Lao ,1955,812,812,0,10060,1,0,0,0,8,0,0
First Pathet Lao ,1956,812,812,0,12867,1,0,0,0,8,0,0
First Pathet Lao ,1957,812,812,0,12867,1,0,0,0,8,0,5
Anjouan Separatist Movement,1997,581,581,1,135021,1,1,0,0,4,3,1
Anjouan Separatist Movement,1998,581,581,1,-99,1,0,0,0,4,4,1
Anjouan Separatist Movement,1999,581,581,1,-99,1,0,0,0,4,4,1
Anjouan Separatist Movement,2000,581,581,1,-99,1,0,0,0,4,4,5
Punnapra-Vayalar Uprising,1946,,,0,50000,1,0,0,0,1,0,5
Republic of Western Bosnia,1993,346,346,0,4320,1,0,0,0,3,3,0
Republic of Western Bosnia,1994,346,346,0,5000,1,0,0,0,3,3,0
Republic of Western Bosnia,1995,346,346,0,5000,1,0,0,0,3,3,5
Cambodian Independence Movement,1946,811,220,0,4000,0,0,0,0,9,5,0
Cambodian Independence Movement,1947,811,220,0,5800,0,0,0,0,9,5,0
Cambodian Independence Movement,1948,811,220,0,6900,0,0,0,0,9,5,0
Cambodian Independence Movement,1949,811,220,0,13400,0,0,0,0,9,5,0
Cambodian Independence Movement,1950,811,220,0,13940,0,0,0,0,9,5,0
Cambodian Independence Movement,1951,811,220,0,-99,0,0,0,0,9,5,0
Cambodian Independence Movement,1952,811,220,0,29100,0,0,0,0,9,5,0
Cambodian Independence Movement,1953,811,220,0,29101,0,0,0,0,9,5,0
Cambodian Independence Movement,1954,811,220,0,34462,0,0,0,1,9,5,4
Second Balochistan Separatist Movement,1962,770,770,0,-99,1,0,0,0,8,3,0
Second Balochistan Separatist Movement,1963,770,770,0,8800,1,0,0,0,8,3,0
Second Balochistan Separatist Movement,1964,770,770,0,10633,1,0,0,0,8,3,0
Second Balochistan Separatist Movement,1965,770,770,0,12466,1,0,0,0,8,3,0
Second Balochistan Separatist Movement,1966,770,770,0,14299,1,0,0,0,8,3,0
Second Balochistan Separatist Movement,1967,770,770,0,16132,1,0,0,0,8,3,0
Second Balochistan Separatist Movement,1968,770,770,0,17965,1,0,0,0,8,3,0
Second Balochistan Separatist Movement,1969,770,770,0,19800,1,0,0,0,8,3,5
Tripuri nationalists,1989,750,750,0,-99,1,0,0,0,25,3,0
Tripuri nationalists,1990,750,750,0,1000,1,0,0,0,25,3,0
Tripuri nationalists,1991,750,750,0,1500,1,0,0,0,25,3,0
Tripuri nationalists,1992,750,750,0,1500,1,0,0,0,25,3,0
Tripuri nationalists,1993,750,750,0,2500,1,0,0,0,25,3,2
Tripuri nationalists,1994,750,750,0,1200,1,0,0,0,25,3,0
Tripuri nationalists,1995,750,750,0,1400,1,0,0,0,25,3,0
Tripuri nationalists,1996,750,750,0,1400,1,0,0,0,25,3,0
Tripuri nationalists,1997,750,750,0,1400,1,0,0,0,25,3,0
Tripuri nationalists,1998,750,750,0,1400,1,0,0,0,25,3,0
Tripuri nationalists,1999,750,750,0,1400,1,0,0,0,25,3,0
Tripuri nationalists,2000,750,750,0,1400,1,0,0,0,25,3,0
Tripuri nationalists,2001,750,750,0,1400,1,0,0,0,25,3,0
Tripuri nationalists,2002,750,750,0,1400,1,0,0,0,25,3,0
Tripuri nationalists,2003,750,750,0,1400,1,0,0,0,25,3,0
Tripuri nationalists,2004,750,750,0,800,1,0,0,0,25,3,0
Tripuri nationalists,2005,750,750,0,800,1,0,0,0,25,3,0
Tripuri nationalists,2006,750,750,0,800,1,0,0,0,25,3,0
Tripuri nationalists,2007,750,750,0,800,1,0,0,0,25,3,0
Tripuri nationalists,2008,750,750,0,800,1,0,0,0,25,3,0
Tripuri nationalists,2009,750,750,0,800,1,0,0,0,25,3,0
Tripuri nationalists,2010,750,750,0,800,1,0,0,0,25,3,0
Tripuri nationalists,2011,750,750,0,800,1,0,0,0,25,3,0
Tripuri nationalists,2012,750,750,0,800,1,0,0,0,25,3,0
Tripuri nationalists,2013,750,750,0,800,1,0,0,0,25,3,0
Fourth Balochistan Separatist Movement,2004,770,770,0,700,1,0,0,0,10,3,0
Fourth Balochistan Separatist Movement,2005,770,770,0,-99,1,0,0,0,10,3,0
Fourth Balochistan Separatist Movement,2006,770,770,0,5000,1,0,0,0,10,3,0
Fourth Balochistan Separatist Movement,2007,770,770,0,-99,1,0,0,0,10,3,0
Fourth Balochistan Separatist Movement,2008,770,770,0,3000,1,0,0,0,10,3,0
Fourth Balochistan Separatist Movement,2009,770,770,0,3000,1,0,0,0,10,3,0
Fourth Balochistan Separatist Movement,2010,770,770,0,3000,1,0,0,0,10,3,0
Fourth Balochistan Separatist Movement,2011,770,770,0,3000,1,0,0,0,10,3,0
Fourth Balochistan Separatist Movement,2012,770,770,0,3000,1,0,0,0,10,3,0
Fourth Balochistan Separatist Movement,2013,770,770,0,3000,1,0,0,0,10,3,0
"Metsavennad (Forest Brothers, Estonian Anti-Occupation Campaign)",1945,366,365,0,10000,0,0,0,0,9,5,0
"Metsavennad (Forest Brothers, Estonian Anti-Occupation Campaign)",1946,366,365,0,10000,0,0,0,0,9,5,0
"Metsavennad (Forest Brothers, Estonian Anti-Occupation Campaign)",1947,366,365,0,-99,0,0,0,0,9,5,0
"Metsavennad (Forest Brothers, Estonian Anti-Occupation Campaign)",1948,366,365,0,-99,0,0,0,0,9,5,0
"Metsavennad (Forest Brothers, Estonian Anti-Occupation Campaign)",1949,366,365,0,-99,0,0,0,0,9,5,0
"Metsavennad (Forest Brothers, Estonian Anti-Occupation Campaign)",1950,366,365,0,-99,0,0,0,0,9,5,0
"Metsavennad (Forest Brothers, Estonian Anti-Occupation Campaign)",1951,366,365,0,-99,0,0,0,0,9,5,0
"Metsavennad (Forest Brothers, Estonian Anti-Occupation Campaign)",1952,366,365,0,-99,0,0,0,0,9,5,0
"Metsavennad (Forest Brothers, Estonian Anti-Occupation Campaign)",1953,366,365,0,-99,0,0,0,0,9,5,5
KDPI (first separatist movement),1945,630,630,1,1000,1,0,0,0,2,3,0
KDPI (first separatist movement),1946,630,630,1,1200,1,0,0,0,2,3,5
Manipur Insurgency,1979,750,750,0,100,1,0,0,0,35,3,0
Manipur Insurgency,1980,750,750,0,100,1,0,0,0,35,3,0
Manipur Insurgency,1981,750,750,0,100,1,0,0,0,35,3,0
Manipur Insurgency,1982,750,750,0,100,1,0,0,0,35,3,0
Manipur Insurgency,1983,750,750,0,100,1,0,0,0,35,3,0
Manipur Insurgency,1984,750,750,0,100,1,0,0,0,35,3,0
Manipur Insurgency,1985,750,750,0,100,1,0,0,0,35,3,0
Manipur Insurgency,1986,750,750,0,100,1,0,0,0,35,3,0
Manipur Insurgency,1987,750,750,0,100,1,0,0,0,35,3,0
Manipur Insurgency,1988,750,750,0,100,1,0,0,0,35,3,0
Manipur Insurgency,1989,750,750,0,100,1,0,0,0,35,3,0
Manipur Insurgency,1990,750,750,0,100,1,0,0,0,35,3,0
Manipur Insurgency,1991,750,750,0,1500,1,0,0,0,35,3,0
Manipur Insurgency,1992,750,750,0,1500,1,0,0,0,35,3,0
Manipur Insurgency,1993,750,750,0,1500,1,0,0,0,35,3,0
Manipur Insurgency,1994,750,750,0,2100,1,0,0,0,35,3,0
Manipur Insurgency,1995,750,750,0,2100,1,0,0,0,35,3,0
Manipur Insurgency,1996,750,750,0,2100,1,0,0,0,35,3,0
Manipur Insurgency,1997,750,750,0,2100,1,0,0,0,35,3,0
Manipur Insurgency,1998,750,750,0,2100,1,0,0,0,35,3,0
Manipur Insurgency,1999,750,750,0,2100,1,0,0,0,35,3,0
Manipur Insurgency,2000,750,750,0,2100,1,0,0,0,35,3,0
Manipur Insurgency,2001,750,750,0,2100,1,0,0,0,35,3,0
Manipur Insurgency,2002,750,750,0,2100,1,0,0,0,35,3,0
Manipur Insurgency,2003,750,750,0,2100,1,0,0,0,35,3,0
Manipur Insurgency,2004,750,750,0,2100,1,0,0,0,35,3,0
Manipur Insurgency,2005,750,750,0,4200,1,0,0,0,35,3,0
Manipur Insurgency,2006,750,750,0,4200,1,0,0,0,35,3,0
Manipur Insurgency,2007,750,750,0,4200,1,0,0,0,35,3,0
Manipur Insurgency,2008,750,750,0,4200,1,0,0,0,35,3,0
Manipur Insurgency,2009,750,750,0,4200,1,0,0,0,35,3,0
Manipur Insurgency,2010,750,750,0,4200,1,0,0,0,35,3,0
Manipur Insurgency,2011,750,750,0,4200,1,0,0,0,35,3,0
Manipur Insurgency,2012,750,750,0,4200,1,0,0,0,35,3,0
Manipur Insurgency,2013,750,750,0,4200,1,0,0,0,35,3,0
"Meza Brali (Forest Brothers, Latvian anti-occupation campaign)",1945,367,365,0,15000,0,0,0,0,6,5,0
"Meza Brali (Forest Brothers, Latvian anti-occupation campaign)",1946,367,365,0,15000,0,0,0,0,6,5,0
"Meza Brali (Forest Brothers, Latvian anti-occupation campaign)",1947,367,365,0,15000,0,0,0,0,6,5,0
"Meza Brali (Forest Brothers, Latvian anti-occupation campaign)",1948,367,365,0,15000,0,0,0,0,6,5,0
"Meza Brali (Forest Brothers, Latvian anti-occupation campaign)",1949,367,365,0,-99,0,0,0,0,6,5,0
"Meza Brali (Forest Brothers, Latvian anti-occupation campaign)",1950,367,365,0,-99,0,0,0,0,6,5,5
"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)",1945,368,365,0,30000,1,0,0,0,12,5,0
"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)",1946,368,365,0,40000,1,0,0,0,12,5,0
"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)",1947,368,365,0,25000,1,0,0,0,12,5,0
"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)",1948,368,365,0,30000,1,0,0,0,12,5,0
"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)",1949,368,365,0,-99,1,0,0,0,12,5,0
"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)",1950,368,365,0,5000,0,0,0,0,12,5,0
"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)",1951,368,365,0,-99,0,0,0,0,12,5,0
"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)",1952,368,365,0,700,0,0,0,0,12,5,0
"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)",1953,368,365,0,-99,0,0,0,0,12,5,0
"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)",1954,368,365,0,-99,0,0,0,0,12,5,0
"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)",1955,368,365,0,-99,0,0,0,0,12,5,0
"Mikso Broliai (Forest Brothers, Lithuanian Anti-Occupation Campaign)",1956,368,365,0,-99,0,0,0,0,12,5,5
"
Peoples’ Alliance for Freedom and Democracy",1992,530,530,0,-99,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",1993,530,530,0,-99,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",1994,530,530,0,-99,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",1995,530,530,0,-99,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",1996,530,530,0,-99,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",1997,530,530,0,-99,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",1998,530,530,0,-99,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",1999,530,530,0,200,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",2000,530,530,0,200,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",2001,530,530,0,200,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",2002,530,530,0,201,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",2003,530,530,0,199,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",2004,530,530,0,-99,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",2005,530,530,0,-99,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",2006,530,530,0,12000,1,1,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",2007,530,530,0,12000,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",2008,530,530,0,12000,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",2009,530,530,0,2500,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",2010,530,530,0,2500,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",2011,530,530,0,2500,1,0,0,0,21,3,0
"
Peoples’ Alliance for Freedom and Democracy",2012,530,530,0,2500,1,0,0,0,21,2,5
Brunei Revolt,1962,835,835,0,4000,1,0,0,0,1,5,5
al-Gama'a al-Islamiyya,1992,651,651,0,5000,-99,0,0,0,8,0,0
al-Gama'a al-Islamiyya,1993,651,651,0,5000,-99,0,0,0,8,0,0
al-Gama'a al-Islamiyya,1994,651,651,0,5000,-99,0,0,0,8,0,0
al-Gama'a al-Islamiyya,1995,651,651,0,5000,-99,0,0,0,8,0,0
al-Gama'a al-Islamiyya,1996,651,651,0,2500,-99,0,0,0,8,0,0
al-Gama'a al-Islamiyya,1997,651,651,0,1000,-99,0,0,0,8,0,0
al-Gama'a al-Islamiyya,1998,651,651,0,1000,-99,0,0,0,8,0,0
al-Gama'a al-Islamiyya,1999,651,651,0,1000,-99,0,0,0,8,0,5
PJAK,2005,630,630,0,1500,1,0,0,0,9,3,0
PJAK,2006,630,630,0,3000,1,0,0,0,9,3,0
PJAK,2007,630,630,0,3000,1,0,0,0,9,3,0
PJAK,2008,630,630,0,3000,1,0,0,0,9,3,0
PJAK,2009,630,630,0,3000,1,0,0,0,9,3,0
PJAK,2010,630,630,0,3000,1,0,0,0,9,3,0
PJAK,2011,630,630,0,3000,1,0,0,0,9,3,0
PJAK,2012,630,630,0,-99,1,0,0,0,9,3,2
PJAK,2013,630,630,0,-99,1,0,0,0,9,3,0
Casamance Conflict,1982,433,433,0,201,1,0,0,0,32,3,0
Casamance Conflict,1983,433,433,0,201,1,0,0,0,32,3,0
Casamance Conflict,1984,433,433,0,-99,1,0,0,0,32,3,0
Casamance Conflict,1985,433,433,0,-99,1,0,0,0,32,3,0
Casamance Conflict,1986,433,433,0,-99,1,0,0,0,32,3,0
Casamance Conflict,1987,433,433,0,-99,1,0,0,0,32,3,0
Casamance Conflict,1988,433,433,0,-99,1,0,0,0,32,3,0
Casamance Conflict,1989,433,433,0,500,1,0,0,0,32,3,0
Casamance Conflict,1990,433,433,0,600,1,0,0,0,32,3,0
Casamance Conflict,1991,433,433,0,700,1,0,0,0,32,3,2
Casamance Conflict,1992,433,433,0,700,1,0,0,0,32,3,0
Casamance Conflict,1993,433,433,0,700,1,0,0,0,32,3,2
Casamance Conflict,1994,433,433,0,700,1,0,0,0,32,3,0
Casamance Conflict,1995,433,433,0,700,1,0,0,0,32,3,0
Casamance Conflict,1996,433,433,0,700,1,0,0,0,32,3,0
Casamance Conflict,1997,433,433,0,1000,1,0,0,0,32,3,0
Casamance Conflict,1998,433,433,0,1000,1,0,0,0,32,3,0
Casamance Conflict,1999,433,433,0,1000,1,0,0,0,32,3,0
Casamance Conflict,2000,433,433,0,2500,1,0,0,0,32,3,0
Casamance Conflict,2001,433,433,0,2500,1,0,0,0,32,3,0
Casamance Conflict,2002,433,433,0,2500,1,0,0,0,32,3,0
Casamance Conflict,2003,433,433,0,2500,1,0,0,0,32,3,0
Casamance Conflict,2004,433,433,0,2500,1,0,0,0,32,3,3
Casamance Conflict,2005,433,433,0,2500,1,0,0,0,32,3,0
Casamance Conflict,2006,433,433,0,2500,1,0,0,0,32,3,0
Casamance Conflict,2007,433,433,0,2500,1,0,0,0,32,3,0
Casamance Conflict,2008,433,433,0,2500,1,0,0,0,32,3,0
Casamance Conflict,2009,433,433,0,2500,1,0,0,0,32,3,0
Casamance Conflict,2010,433,433,0,2500,1,0,0,0,32,3,0
Casamance Conflict,2011,433,433,0,2500,1,0,0,0,32,3,0
Casamance Conflict,2012,433,433,0,2500,1,0,0,0,32,3,0
Casamance Conflict,2013,433,433,0,2500,1,0,0,0,32,3,0
Military Forces of Hugo Chavez,1992,101,101,0,1400,1,1,0,0,1,0,5
SCIRI,1989,645,645,0,-99,1,0,0,0,8,0,0
SCIRI,1990,645,645,0,8000,1,0,0,0,8,0,0
SCIRI,1991,645,645,0,8000,1,0,0,0,8,0,1
SCIRI,1992,645,645,0,4000,1,0,0,0,8,0,0
SCIRI,1993,645,645,0,4000,1,0,0,0,8,0,0
SCIRI,1994,645,645,0,4000,1,0,0,0,8,0,0
SCIRI,1995,645,645,0,4000,1,0,0,0,8,0,0
SCIRI,1996,645,645,0,4000,1,0,0,0,8,0,5
NDF,1979,678,678,0,-99,1,0,0,0,4,0,0
NDF,1980,678,678,0,3000,1,0,0,0,4,0,1
NDF,1981,678,678,0,-99,1,0,0,0,4,0,1
NDF,1982,678,678,0,1500,1,0,0,0,4,0,5
Cabinda Conflict ,1991,540,540,0,900,1,0,0,0,23,3,0
Cabinda Conflict ,1992,540,540,0,900,1,0,0,0,23,3,0
Cabinda Conflict ,1993,540,540,0,900,1,0,0,0,23,3,0
Cabinda Conflict ,1994,540,540,0,1000,1,0,0,0,23,3,0
Cabinda Conflict ,1995,540,540,0,1000,1,0,0,0,23,3,1
Cabinda Conflict ,1996,540,540,0,1100,1,0,0,0,23,3,0
Cabinda Conflict ,1997,540,540,0,1100,1,0,0,0,23,3,0
Cabinda Conflict ,1998,540,540,0,1000,1,0,0,0,23,3,0
Cabinda Conflict ,1999,540,540,0,1000,1,0,0,0,23,3,0
Cabinda Conflict ,2000,540,540,0,900,1,0,0,0,23,3,0
Cabinda Conflict ,2001,540,540,0,600,1,0,0,0,23,3,0
Cabinda Conflict ,2002,540,540,0,600,1,0,0,0,23,3,0
Cabinda Conflict ,2003,540,540,0,600,1,0,0,0,23,3,0
Cabinda Conflict ,2004,540,540,0,600,1,0,0,0,23,3,0
Cabinda Conflict ,2005,540,540,0,600,1,0,0,0,23,3,0
Cabinda Conflict ,2006,540,540,0,600,1,0,0,0,23,3,2
Cabinda Conflict ,2007,540,540,0,600,1,0,0,0,23,3,0
Cabinda Conflict ,2008,540,540,0,600,1,0,0,0,23,3,0
Cabinda Conflict ,2009,540,540,0,600,1,0,0,0,23,3,0
Cabinda Conflict ,2010,540,540,0,600,1,0,0,0,23,3,0
Cabinda Conflict ,2011,540,540,0,600,1,0,0,0,23,3,0
Cabinda Conflict ,2012,540,540,0,600,1,0,0,0,23,3,0
Cabinda Conflict ,2013,540,540,0,600,1,0,0,0,23,3,0
Serbian Republic of Krajina,1991,344,344,0,16000,1,-99,0,0,5,3,0
Serbian Republic of Krajina,1992,344,344,0,16000,1,-99,0,0,5,3,0
Serbian Republic of Krajina,1993,344,344,0,16000,1,-99,0,0,5,3,0
Serbian Republic of Krajina,1994,344,344,0,16000,1,-99,0,0,5,3,0
Serbian Republic of Krajina,1995,344,344,0,30000,1,-99,0,0,5,3,5
First Southern Ossetian Separatist Campaign,1991,372,372,0,2500,1,0,0,0,2,3,0
First Southern Ossetian Separatist Campaign,1992,372,372,0,2500,1,0,0,0,2,3,5
Second JVP Insurrection,1987,780,780,0,-99,1,0,0,0,4,0,0
Second JVP Insurrection,1988,780,780,0,12000,1,0,0,0,4,0,0
Second JVP Insurrection,1989,780,780,0,30000,1,0,0,0,4,0,1
Second JVP Insurrection,1990,780,780,0,-99,1,0,0,0,4,0,5
2006 Lebanon War,2006,660,666,0,2000,1,0,0,0,1,5,5
Hundred Day War ,1978,660,652,0,-99,1,0,0,1,1,5,4
"Anti-Lissouba Campaign (Cocoyes, Ninjas, Cobras)",1993,484,484,0,-99,1,1,0,0,5,0,1
"Anti-Lissouba Campaign (Cocoyes, Ninjas, Cobras)",1994,484,484,0,-99,1,-99,0,0,5,0,2
"Anti-Lissouba Campaign (Cocoyes, Ninjas, Cobras)",1995,484,484,0,-99,1,-99,0,0,5,0,0
"Anti-Lissouba Campaign (Cocoyes, Ninjas, Cobras)",1996,484,484,0,-99,1,-99,0,0,5,0,0
"Anti-Lissouba Campaign (Cocoyes, Ninjas, Cobras)",1997,484,484,0,-99,1,1,0,1,5,0,4
"Anti-Sassou-Nguessou Campaign (Cocoyes, Ninjas, Ntsiloulous)",1997,484,484,0,-99,1,1,0,0,7,0,0
"Anti-Sassou-Nguessou Campaign (Cocoyes, Ninjas, Ntsiloulous)",1998,484,484,0,-99,1,1,0,0,7,0,0
"Anti-Sassou-Nguessou Campaign (Cocoyes, Ninjas, Ntsiloulous)",1999,484,484,0,-99,1,1,0,0,7,0,2
"Anti-Sassou-Nguessou Campaign (Cocoyes, Ninjas, Ntsiloulous)",2000,484,484,0,-99,1,1,0,0,7,0,1
"Anti-Sassou-Nguessou Campaign (Cocoyes, Ninjas, Ntsiloulous)",2001,484,484,0,-99,1,0,0,0,7,0,2
"Anti-Sassou-Nguessou Campaign (Cocoyes, Ninjas, Ntsiloulous)",2002,484,484,0,3000,1,0,0,0,7,0,0
"Anti-Sassou-Nguessou Campaign (Cocoyes, Ninjas, Ntsiloulous)",2003,484,484,0,3000,1,0,0,0,7,0,5
UPA,1987,500,500,0,200,1,0,0,0,6,0,0
UPA,1988,500,500,0,1000,1,0,0,0,6,0,2
UPA,1989,500,500,0,1000,1,0,0,0,6,0,0
UPA,1990,500,500,0,1500,1,0,0,0,6,0,0
UPA,1991,500,500,0,1000,1,0,0,0,6,0,0
UPA,1992,500,500,0,1000,1,0,0,0,6,0,5
Russian Parliamentary Forces,1993,365,365,0,10000,0,1,1,0,1,0,5
"Military Junta for the Consolidation of Democracy, Peace and Justice",1998,404,404,0,6000,1,1,0,0,2,0,2
"Military Junta for the Consolidation of Democracy, Peace and Justice",1999,404,404,0,10000,1,0,0,1,2,0,4
Greek Civil War,1946,350,350,1,369491,1,0,0,0,4,0,0
Greek Civil War,1947,350,350,0,12400,1,0,0,0,4,0,0
Greek Civil War,1948,350,350,0,26210,1,0,0,0,4,0,0
Greek Civil War,1949,350,350,0,23000,1,0,0,0,4,0,5
South Kordofan and Blue Nile ,2011,625,625,0,52000,1,1,0,0,3,0,0
South Kordofan and Blue Nile ,2012,625,625,0,32000,1,-99,0,0,3,0,0
South Kordofan and Blue Nile ,2013,625,625,0,32000,1,-99,0,0,3,0,0
Hutu Nationalist Insurgency,1996,517,517,0,4000,1,0,0,0,6,0,0
Hutu Nationalist Insurgency,1997,517,517,0,12000,1,0,0,0,6,0,0
Hutu Nationalist Insurgency,1998,517,517,0,12000,1,0,0,0,6,0,0
Hutu Nationalist Insurgency,1999,517,517,0,12000,1,0,0,0,6,0,0
Hutu Nationalist Insurgency,2000,517,517,0,12000,1,0,0,0,6,0,0
Hutu Nationalist Insurgency,2001,517,517,0,19000,1,0,0,0,6,0,5
Myanmar Regime Change Campaign,1948,775,775,0,13400,0,1,0,0,15,0,0
Myanmar Regime Change Campaign,1949,775,775,0,18400,0,1,0,0,15,0,0
Myanmar Regime Change Campaign,1950,775,775,0,18001,0,1,0,0,15,0,0
Myanmar Regime Change Campaign,1951,775,775,0,10000,0,0,0,0,15,0,0
Myanmar Regime Change Campaign,1952,775,775,0,4500,0,0,0,0,15,0,0
Myanmar Regime Change Campaign,1953,775,775,0,4500,0,0,0,0,15,0,0
Myanmar Regime Change Campaign,1954,775,775,0,4500,0,0,0,0,15,0,3
Myanmar Regime Change Campaign,1955,775,775,0,4150,0,0,0,0,15,0,3
Myanmar Regime Change Campaign,1956,775,775,0,25500,0,0,0,0,15,0,3
Myanmar Regime Change Campaign,1957,775,775,0,25150,0,0,0,0,15,0,3
Myanmar Regime Change Campaign,1958,775,775,0,26050,0,0,0,0,15,0,2
Myanmar Regime Change Campaign,1959,775,775,0,1040,0,0,0,0,15,0,0
Myanmar Regime Change Campaign,1960,775,775,0,24209,0,0,0,0,15,0,3
Myanmar Regime Change Campaign,1961,775,775,0,10000,0,0,0,0,15,0,0
Myanmar Regime Change Campaign,1962,775,775,0,10000,0,0,0,0,15,0,5
Myanmar Regime Change Campaign,1962,775,775,0,10000,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1963,775,775,0,10000,0,0,0,0,27,0,3
Myanmar Regime Change Campaign,1964,775,775,0,-99,0,0,0,0,27,0,3
Myanmar Regime Change Campaign,1965,775,775,0,-99,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1966,775,775,0,-99,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1967,775,775,0,-99,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1968,775,775,0,-99,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1969,775,775,0,-99,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1970,775,775,0,20000,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1971,775,775,0,20000,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1972,775,775,0,20000,0,0,0,0,27,0,0
Myanmar Regime Change Campaign,1973,775,775,0,25000,0,0,0,0,27,0,0
